6666666.287695.peg.1_AG-205-D13_NODE_100_length_3346_cov_58.9453_ID_203_187_1989_1803_hypothetical_1	hypothetical protein AKJ09_01286 [Labilithrix luteola]	27.89	355	5e-19
6666666.287695.peg.3_AG-205-D13_NODE_101_length_3250_cov_7.06448_ID_205_1992_562_1431_Sigma-54_1	two-component system response regulator [Candidatus Glassbacteria bacterium RIFCSPLOWO2_12_FULL_58_11]	60.76	474	0.0
6666666.287695.peg.4_AG-205-D13_NODE_101_length_3250_cov_7.06448_ID_205_3036_2017_1020_Probable_1	hypothetical protein A3F83_07970 [Candidatus Glassbacteria bacterium RIFCSPLOWO2_12_FULL_58_11]	58.79	330	8e-136
6666666.287695.peg.5_AG-205-D13_NODE_102_length_3197_cov_30.6626_ID_207_1507_146_1362_"Outer_1	hypothetical protein A3F83_08155, partial [Candidatus Glassbacteria bacterium RIFCSPLOWO2_12_FULL_58_11]	60.35	401	4e-164
6666666.287695.peg.6_AG-205-D13_NODE_102_length_3197_cov_30.6626_ID_207_1743_1543_201_Rhodanese-related_1	hypothetical protein A3F83_08150 [Candidatus Glassbacteria bacterium RIFCSPLOWO2_12_FULL_58_11]	78.46	65	4e-29
6666666.287695.peg.7_AG-205-D13_NODE_102_length_3197_cov_30.6626_ID_207_2125_1802_324_Thioredoxin_-_1	thioredoxin [Candidatus Glassbacteria bacterium GWA2_58_10]	72.90	107	3e-46
6666666.287695.peg.8_AG-205-D13_NODE_102_length_3197_cov_30.6626_ID_207_2889_2455_435_hypothetical_1	hypothetical protein A3F83_13225 [Candidatus Glassbacteria bacterium RIFCSPLOWO2_12_FULL_58_11]	44.12	102	1e-13
6666666.287695.peg.10_AG-205-D13_NODE_103_length_3176_cov_8.62416_ID_209_2879_546_2334_hypothetical_1	hypothetical protein A3F83_04290 [Candidatus Glassbacteria bacterium RIFCSPLOWO2_12_FULL_58_11]	62.45	775	0.0
6666666.287695.peg.9_AG-205-D13_NODE_103_length_3176_cov_8.62416_ID_209_147_461_315_hypothetical_1	hypothetical protein D3926_12405 [Desulfobacteraceae bacterium]	36.00	100	9e-09
6666666.287695.peg.11_AG-205-D13_NODE_104_length_3038_cov_20.5315_ID_211_1878_1468_411_hypothetical_1	hypothetical protein A2Z86_02475 [Candidatus Glassbacteria bacterium GWA2_58_10]	81.95	133	8e-76
6666666.287695.peg.12_AG-205-D13_NODE_104_length_3038_cov_20.5315_ID_211_2791_1997_795_hypothetical_1	M6 family metalloprotease domain-containing protein [bacterium TMED46]	35.38	212	3e-24
6666666.287695.peg.13_AG-205-D13_NODE_105_length_3117_cov_48.6535_ID_213_23_136_114_hypothetical_1	DUF932 domain-containing protein [Desulfococcus oleovorans]	66.67	36	1e-07
6666666.287695.peg.14_AG-205-D13_NODE_105_length_3117_cov_48.6535_ID_213_1348_1776_429_hypothetical_1	hypothetical protein [Brevibacillus thermoruber]	34.35	131	2e-16
6666666.287695.peg.15_AG-205-D13_NODE_106_length_2981_cov_24.9934_ID_215_50_1147_1098_Cell_1	cell division protein FtsA [Candidatus Glassbacteria bacterium GWA2_58_10]	56.16	365	8e-145
6666666.287695.peg.17_AG-205-D13_NODE_107_length_2962_cov_7.67492_ID_217_812_1210_399_Chemotaxis_1	hypothetical protein A2Z86_09495 [Candidatus Glassbacteria bacterium GWA2_58_10]	37.19	121	1e-21
